,0
7307,place
7308,like
7309,iran
7310,saudi
7311,arabia
7312,many
7313,wgm
7314,title
7315,award
7316,win
7317,game
7318,vs
7319,player
7320,rat
7321,2400+
7322,wait
7323,minute
7324,bednikova
7325,opening
7326,probably
7327,opening
7328,name
7329,woman
7330,chess
7331,player
7332,yes
7333,polgar
7334,variation
7335,opening
7336,variation
7337,name
7338,woman
7339,chess
7340,player
7341,think
7342,gentleman
7343,ever
7344,pc
7345,correct
7346,term
7347,today
7348,n't
7349,comment
7350,someone
7351,'s
7352,skill
7353,decide
7354,chess
7355,board
7356,play
7357,brilliant
7358,game
7359,good
7360,get
7361,``
7362,good
7363,game
7364,''
7365,comment
7366,whether
7367,n't
7368,that.i
7369,fail
7370,see
7371,need
7372,anything
7373,stroke
7374,ego
7375,unfortunately
7376,job
7377,mother
7378,significant
7379,also
7380,fail
7381,see
7382,need
7383,negative
7384,comment
7385,``
7386,pleasant
7387,lady
7388,think
7389,grandmaster
7390,deserve
7391,break
7392,sponsor
7393,best
7394,chess
7395,tournament
7396,world
7397,''
7398,discrimination
7399,toward
7400,anime
7401,lover
7402,bomb
7403,site
7404,cuteness
7405,anime
7406,gal
7407,play
7408,chess
7409,sister
7410,set
7411,game
7412,ten
7413,day
7414,always
7415,finish
7416,hour
7417,use
7418,would
7419,see
7420,'s
7421,move
7422,instantly
7423,refresh
7424,page
7425,someone
7426,advise
7427,get
7428,back
7429,instantaneous
7430,'re
7431,mother
7432,'re
7433,mother
7434,'re
7435,mother
7436,cool
7437,see
7438,alot
7439,ppl
7440,anyway
7441,like
7442,alotttt
7443,guess
7444,u
7445,think
7446,girls
7447,game
7448,maybe
7449,say
7450,girl
7451,anyway
7452,adopt
7453,girls
7454,game
7455,u
7456,ig
7457,really
7458,dont
7459,care
7460,wut
7461,u
7462,think
7463,like
7464,many
7465,ppl
7466,like
7467,guess
7468,ppl
7469,arent
7470,chess.com
7471,app
7472,alot
7473,ppl
7474,like
7475,'re
7476,mother
7477,see
7478,like
7479,london
7480,system
7481,would
7482,learn
7483,inside
7484,check
7485,levy
7486,rozman
7487,botez
7488,sister
7489,’
7490,advocate
7491,opening
7492,recommend
7493,prayer
7494,cheaper
7495,much
7496,fast
7497,india
7498,get
7499,statue
7500,blue
7501,chick
7502,twenty
7503,arm
7504,instant
7505,2000
7506,rating
7507,oh
7508,man
7509,sorry
7510,hear
7511,wife
7512,also
7513,feel
7514,sad
7515,larry
7516,though
7517,’
7518,know
7519,well
7520,may
7521,grandson
7522,good
7523,chess
7524,prayer
7525,hey
7526,``
7527,guy
7528,''
7529,notice
7530,people
7531,refer
7532,mate
7533,bro
7534,dude
7535,....
7536,realize
7537,woman
7538,girl
7539,forum
7540,.....
7541,hey
7542,``
7543,guy
7544,''
7545,notice
7546,people
7547,refer
7548,mate
7549,bro
7550,dude
7551,....
7552,realize
7553,woman
7554,girl
7555,forum
7556,.....
7557,hey
7558,``
7559,guy
7560,''
7561,notice
7562,people
7563,refer
7564,mate
7565,bro
7566,dude
7567,....
7568,realize
7569,woman
7570,girl
7571,forum
7572,.....
7573,always
7574,play
7575,d4
7576,know
7577,opponent
7578,female
7579,yes
7580,woman
7581,n't
7582,matter
7583,many
7584,female
7585,friend
7586,mostly
7587,indian
7588,could
7589,indian
7590,thing
7591,call
7592,``
7593,bro
7594,''
7595,may
7596,assumption
7597,people
7598,say
7599,bro/mate
7600,assume
7601,'re
7602,boy
7603,australia
7604,use
7605,mate
7606,time
7607,'s
7608,also
7609,fairly
7610,gender
7611,neutral
7612,many
7613,female
7614,friend
7615,mostly
7616,indian
7617,could
7618,indian
7619,thing
7620,call
7621,``
7622,bro
7623,''
7624,may
7625,assumption
7626,people
7627,say
7628,bro/mate
7629,assume
7630,'re
7631,boy
7632,australia
7633,use
7634,mate
7635,time
7636,'s
7637,also
7638,fairly
7639,gender
7640,neutral
7641,congragulations
7642,woman
7643,international
7644,master
7645,war
7646,dorotkach
7647,ein
7648,guter
7649,sportsmann
7650,dorotkach-
7651,member
7652,lady
7653,accord
7654,avatar
7655,....
7656,war
7657,dorotkach
7658,ein
7659,guter
7660,sportsmann
7661,dorotkach-
7662,member
7663,lady
7664,accord
7665,avatar
7666,....
7667,get
7668,girlfriend
7669,stop
7670,say
7671,idk
7672,ask
7673,really
7674,really
7675,good
7676,friend
7677,boyfriend
7678,get
7679,girlfriend
7680,stop
7681,say
7682,idk
7683,ask
7684,really
7685,really
7686,good
7687,friend
7688,boyfriend
7689,thank
7690,guy
7691,icyboyy
7692,’
7693,12
7694,year
7695,old
7696,ya
7697,need
7698,advice
7699,aloud
7700,girlfriend
7701,yet
7702,anyone
7703,'d
7704,like
7705,blind
7706,date
7707,cardiff
7708,uk
7709,woman
7710,outside
7711,group
7712,chess
7713,post
7714,back
7715,site
7716,extra
7717,data
7718,thanks
7719,happy
7720,mother
7721,day
7722,mom
7723,happy
7724,mother
7725,day
7726,yes
7727,happy
7728,mother
7729,'s
7730,day
7731,mother
7732,happy
7733,mother
7734,day
7735,want
7736,give
7737,huge
7738,loving
7739,shoutout
7740,mother
7741,'s
7742,world
7743,happy
7744,mother
7745,'s
7746,day
7747,everyone
7748,thank
7749,much
7750,happy
7751,mother
7752,day
7753,dude
7754,chick
7755,🤔
7756,dude
7757,chick
7758,🤔
7759,even
7760,female
7761,chess
7762,player
7763,russia
7764,hot
7765,chick
7766,play
7767,compare
7768,ugky
7769,look
7770,indian
7771,woman
7772,..
7773,lol
7774,begin
7775,admire
7776,max
7777,ernst
7778,fantastic
7779,chess
7780,piece
7781,seventy
7782,...
7783,know
7784,dorothea
7785,tanning
7786,behind
7787,every
7788,great
7789,man
7790,always
7791,great
7792,woman
7793,beat
7794,guy
7795,4
7796,time
7797,row
7798,....
7799,say
7800,weak
7801,play
7802,like
7803,girl
7804,....
7805,b1z
7806,beat
7807,wfm
7808,botez
7809,nice
7810,b1z
7811,beat
7812,wfm
7813,botez
7814,nice
7815,feeling
7816,girl
7817,🤔
7818,need
7819,pickup
7820,line
7821,try
7822,girl
7823,school
7824,'s
7825,chess
7826,club
7827,girl
7828,slap
7829,girl
7830,slap
7831,1
7832,n't
7833,count
7834,wfm
7835,invent
7836,black
7837,woman
7838,fool
7839,'m
7840,go
7841,beat
7842,hell
7843,girl
7844,become
7845,chess
7846,cam
7847,girl
7848,cam
7849,guy
7850,'s
7851,professional
7852,satisfy
7853,may
7854,internet
7855,connection
7856,recently
7857,play
7858,old
7859,windows
7860,7
7861,machine
7862,first
7863,time
7864,daughter
7865,use
7866,main
7867,computer
7868,lag
7869,terrible
7870,never
7871,play
7872,computer
7873,question
7874,like
7875,question
7876,love
7877,girlfriend
7878,answer
7879,yes
7880,name
7881,pawn
7882,arnold
7883,barry
7884,chris
7885,devin
7886,earl
7887,fiona
7888,gary
7889,harry
7890,bishops
7891,count
7892,dracula
7893,count
7894,chocula
7895,knights
7896,sir
7897,prancelot
7898,sir
7899,acha
7900,queen
7901,lady
7902,macbeth
7903,king
7904,joffrey
7905,lol
7906,'s
7907,funny
7908,successful
7909,female
7910,streamer
7911,game
7912,happen
7913,hot
7914,🤔
7915,sell
7916,know
7917,work
7918,blame
7919,men
7920,objectify
7921,😆
7922,mother
7923,dose
7924,oh
7925,shoot
7926,sirs
7927,blow
7928,help
7929,woman
7930,could
7931,offer
7932,sirs
7933,blow
7934,help
7935,woman
7936,could
7937,offer
7938,double
7939,pfp
7940,lol
7941,thanks
7942,magical
7943,girl
7944,pic
7945,double
7946,pfp
7947,lol
7948,thanks
7949,magical
7950,girl
7951,pic
7952,double
7953,pfp
7954,lol
7955,thanks
7956,magical
7957,girl
7958,pic
7959,real
7960,tournament
7961,always
7962,felt
7963,bad
7964,beat
7965,hot
7966,chick
7967,🤔
7968,apply
7969,hot
7970,chick
7971,🤔
7972,ive
7973,heard
7974,stay
7975,away
7976,sicilian
7977,beginner
7978,honestly
7979,thats
7980,time
7981,goal
7982,theres
7983,alot
7984,position
7985,alright
7986,im
7987,go
7988,attack
7989,nowwww
7990,suppose
7991,feel
7992,like
7993,im
7994,high
7995,1200s
7996,man
7997,game
7998,feel
7999,like
8000,im
8001,try
8002,impress
8003,dime
8004,something
8005,ive
8006,ever
8007,impressed
8008,mother
8009,obviously
8010,fm
8011,im
8012,gm
8013,wfm
8014,wim
8015,wgm
8016,title
8017,stay
8018,life
8019,achieve
8020,cm
8021,last
8022,otb
8023,tournament
8024,play
8025,...
8026,first
8027,round
8028,sat
8029,stroll
8030,young
8031,girl
8032,foot
8033,probably
8034,n't
8035,touch
8036,floor
8037,chair
8038,oh
8039,dame
8040,'s
8041,mute
8042,wim
8043,arianne
8044,caoili
8045,aronian
8046,'s
8047,wife
8048,play
8049,2000
8050,'s
8051,three
8052,chick
8053,girlfriend
8054,debate
8055,whether
8056,chess.com
8057,implement
8058,theme
8059,puzzle
8060,battle
8061,set
8062,example
8063,two
8064,queen
8065,trap
8066,two
8067,kind
8068,mate
8069,like
8070,smothered
8071,mate
8072,anastasia
8073,'s
8074,mate
8075,anyone
8076,know
8077,certain
8078,girlfriend
8079,debate
8080,whether
8081,chess.com
8082,implement
8083,theme
8084,puzzle
8085,battle
8086,set
8087,example
8088,two
8089,queen
8090,trap
8091,two
8092,kind
8093,mate
8094,like
8095,smothered
8096,mate
8097,anastasia
8098,'s
8099,mate
8100,anyone
8101,know
8102,certain
8103,'m
8104,sure
8105,help
8106,use
8107,stress
8108,many
8109,time
8110,work
8111,make
8112,extremely
8113,tire
8114,lot
8115,negative
8116,emotion
8117,thought
8118,keep
8119,come
8120,healthy
8121,92kg
8122,person
8123,68kg
8124,body
8125,like
8126,dead
8127,body
8128,mentally
8129,sluggish
8130,use
8131,find
8132,lot
8133,way
8134,reduce
8135,stress
8136,take
8137,antidepressant
8138,go
8139,bed
8140,early
8141,easy
8142,exercise
8143,nothing
8144,change
8145,seeing
8146,like
8147,girlfriend
8148,worried
8149,ask
8150,forum
8151,someone
8152,tell
8153,listen
8154,relax
8155,music
8156,combine
8157,yoga
8158,meditation
8159,girlfriend
8160,say
8161,could
8162,give
8163,try
8164,miraculously
8165,felt
8166,like
8167,immerse
8168,music
8169,soul
8170,cleanse
8171,worry
8172,disappear
8173,’
8174,expect
8175,way
8176,deal
8177,stress
8178,simple
8179,’
8180,sure
8181,work
8182,everyone
8183,hopefully
8184,someone
8185,stress
8186,give
8187,try
8188,clear
8189,mind
8190,thank
8191,clara
8192,much
8193,playlist
8194,usually
8195,listen
8196,http
8197,//youtu.be/fyfxb8bftwk
